"num Df","den Df","MSE","F","pes","Pr(>F)","Effect","model"
5,291,16.3611450346094,0.505540553676122,0.00861146237489955,0.772011819729605,"order_group","order_group"
4.15052596462424,1207.80305570565,1.15877809285824,72.964632324131,0.200471765232265,3.55018451937508e-57,"theory","order_group"
20.7526298231212,1207.80305570565,1.15877809285824,1.03467082447121,0.0174673178743109,0.416749982431431,"order_group:theory","order_group"
1.89099362487217,550.279144837803,5.77680115930924,17.3236966980954,0.0561867183210975,1.02140964968544e-07,"tech","order_group"
9.45496812436087,550.279144837803,5.77680115930924,5.70564793495018,0.0892823736136435,7.53518781241599e-08,"order_group:tech","order_group"
9.08761642846846,2644.49638068432,0.581350411180893,10.468949874335,0.0347264614770408,3.44385478871849e-16,"theory:tech","order_group"
45.4380821423423,2644.49638068432,0.581350411180893,1.57186092222789,0.0262976741559563,0.00890854762995295,"order_group:theory:tech","order_group"
4.14843709797532,1227.93738100069,1.16004056039293,73.4737611286038,0.198860565643874,1.29064726161303e-57,"theory","present_pos"
1.98985621116809,588.997438505753,5.84652156529973,22.4436477819025,0.0704791819156455,4.40851899602491e-10,"present_pos","present_pos"
8.93108802658108,2643.602055868,0.611926567043283,3.66356200279989,0.0122255838458119,0.000151292041697766,"theory:present_pos","present_pos"
